,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
104,104,219,104,219,20,10/28/21 11:23,10/28/21 11:44,0,128.252.3.164,100,1230,1,10/28/21 11:44,R_2Ei9DgICwxNjSuh,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.204,1.204,6.888,1,5.857,20.024,20.913,5,3,5,5,5,6,6.153,38.902,39.462,10,2,3,1,2,2,1,1,2,1,2,10.533,181.363,181.965,60,2,5,3,4,2,1,5,3,4,4,1,4,5,4,4,4,5,4,5,3,3,2,4,3,2,2,5,2,2,2,5,5,2,4,4,2,4,4,4,4,2,3,4,3,4,2,4,4,1,2,4,4,4,4,2,3,4,2,4,2,13.191,245.916,246.682,63,5,3,4,5,6,6,6,5,5,6,5,3,2,5,1,5,1,6,4,4,3,2,4,5,5,5,1,5,6,4,5,6,4,5,3,5,5,1,5,4,6,6,2,2,4,3,4,6,5,4,5,5,6,5,5,6,5,10.519,46.286,47.19,13,7,5,7,1,7,1,4,7,7,7,2,1,8.617,52.501,53.259,19,6,6,6,6,2,2,6,7,7,6,5,5,5,5,3,5,5,6,20.827,108.238,109.168,23,6,6,6,6,6,7,7,7,7,7,6,7,6,5,6,1,1,1,1,1,12.932,20.451,21.48,3,4,4,2,18.535,39.052,39.611,7,5,6,1,5,3,5,27.952,133.745,134.5,25,2,5,6,2,7,4,2,5,3,5,5,6,3,5,5,5,6,6,7,6,12.643,168.289,169.037,36,6,3,5,5,3,6,5,6,2,4,6,2,3,6,3,4,5,2,6,3,5,5,3,5,6,5,6,6,2,6,7,3,3,6,5,7,7,7,3,6,3,7,5,3,1,1,3,3,5,6,2.972,26.633,27.494,10,2,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,4,40,NA,4.8,1,1,15,6,7,6,1,10,Multiple,-0.105934623,-0.955820665,-0.602035251,1,0
105,105,220,105,220,20,10/29/21 10:05,10/29/21 10:47,0,128.252.3.164,100,2547,1,10/29/21 10:48,R_2rIKqowA3BU9qbQ,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,879.81,879.81,884.391,1,14.976,39.729,45.611,6,6,6,6,4,6,9.567,62.515,63.48,13,0,2,0,1,3,2,0,2,1,1,11.163,241.999,243.711,64,2,5,1,3,1,1,5,2,3,5,2,4,2,5,5,2,1,4,3,5,1,1,3,3,1,2,3,2,3,1,2,3,5,3,5,4,2,3,2,5,2,2,2,3,1,4,1,2,2,1,4,2,3,4,1,2,5,2,2,5,18.432,291.163,292.023,68,6,1,4,3,4,4,2,5,6,5,5,3,1,4,1,5,2,6,2,6,1,2,5,6,3,5,1,1,5,2,6,5,3,4,1,5,2,4,6,1,6,4,2,4,6,2,3,5,5,5,6,1,6,4,2,3,6,53.783,110.698,112.454,16,6,6,4,2,5,2,3,1,4,2,5,6,6.9,89.251,91.623,22,6,5,2,1,1,1,2,1,1,5,3,4,3,5,2,2,1,1,47.438,160.333,162.549,22,3,4,3,4,4,3,5,3,5,4,2,3,2,2,2,1,1,2,1,1,8.769,17.248,20.063,3,5,5,3,31.584,63.531,70.992,7,3,3,1,6,4,2,20.679,182.492,183.868,22,3,2,2,3,6,3,5,4,5,4,3,4,3,5,2,3,5,4,5,5,5.947,190.792,198.872,45,5,6,5,4,6,5,6,3,6,7,2,7,6,6,5,4,6,5,3,5,4,4,3,4,6,5,7,4,6,4,3,4,2,2,2,6,5,5,3,7,5,3,5,4,1,1,2,2,6,7,2.702,39.853,46.485,13,2,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,2,China,1,NA,4,1,NA,NA,5.6,0,1,8,3.6,4,2.2,1.2,10,Multiple,0.552846312,0.394542607,0.537187366,1,0.182321557
106,106,221,106,221,19,10/28/21 10:41,10/29/21 11:18,0,128.252.3.167,100,88639,1,10/29/21 11:18,R_u9Nc8vT8mEO78sx,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,84271.938,87766.551,87776.696,3,24.64,32.339,33.012,5,6,6,6,6,5,3.656,37.968,38.364,19,2,2,1,1,1,2,2,1,2,2,2.497,125.239,126,73,2,5,1,4,2,1,5,2,4,5,5,5,5,4,3,5,1,5,4,5,3,1,3,4,4,3,4,4,4,2,5,5,5,5,5,4,3,5,4,5,4,5,5,3,2,1,1,1,2,2,4,5,5,4,2,5,3,1,4,5,9.805,173.531,174.264,79,5,5,5,5,6,6,6,6,5,6,6,3,1,6,2,6,3,6,6,6,6,1,6,6,6,6,4,3,6,6,6,6,6,6,2,6,6,4,6,3,6,6,2,4,5,6,6,6,6,1,6,6,6,6,6,6,6,9.737,57.621,58.397,16,7,7,7,2,6,1,6,1,3,2,7,7,10.743,31.427,31.967,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8.795,70.764,71.869,26,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,12.347,13.534,14.752,3,4,4,4,5.787,18.853,19.876,6,4,5,1,5,5,5,10.337,54.77,55.833,24,5,7,5,6,6,7,4,4,7,5,5,6,6,6,6,6,6,6,5,5,4.181,105.348,106.158,36,7,1,7,4,2,7,6,7,1,7,5,4,3,7,1,3,5,1,7,6,5,5,6,2,3,4,4,5,1,7,2,6,6,1,1,7,7,4,7,7,7,1,4,5,1,2,6,4,7,7,1.4,30.43,32.241,13,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,India,2,India,3,1,NA,NA,5.8,2,2,18,6,6,5,1,5,South Asian,0.717541546,-1.534547781,-0.463257928,1,0
107,107,222,107,222,18,10/29/21 11:15,10/29/21 12:22,0,128.252.3.164,100,4045,1,10/29/21 12:22,R_1Iz7N5gskR5wdBD,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2659.393,2659.393,2668.864,1,25.678,37.424,39.532,5,4,3,5,5,3,5.618,36.076,36.969,10,0,1,0,2,2,0,0,2,1,1,4.837,179.058,179.46,66,4,4,4,4,4,2,5,2,4,5,1,3,4,4,3,4,4,3,4,3,3,3,2,3,2,3,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,4,4,4,2,5,2,2,2,3,2,5,3,2,1,4,3,4,4,3,11.71,274.677,276.723,78,4,3,5,5,5,2,3,4,4,6,6,3,2,6,1,6,4,4,4,3,2,4,6,5,3,5,3,4,6,2,6,5,2,6,1,6,6,3,6,1,6,6,4,4,3,3,3,4,4,2,6,2,6,4,3,6,6,9.8,106.498,107.345,17,7,5,4,4,6,1,1,4,7,6,2,6,19.034,64.087,64.774,18,3,6,6,2,6,2,6,6,6,6,6,6,6,6,5,6,5,6,11.829,115.629,116.39,23,6,5,4,4,4,6,5,4,6,5,6,5,5,5,6,1,1,1,2,1,7.711,17.21,17.62,5,5,4,3,34.67,63.018,69.492,7,7,7,1,7,7,5,9.451,150.298,151.246,22,5,6,5,2,6,6,6,6,5,6,6,5,6,6,4,4,5,5,5,5,5.874,142.499,148.534,35,7,6,3,5,5,5,6,5,3,6,6,1,3,5,5,5,3,7,2,4,3,6,2,6,6,5,7,5,5,5,2,4,4,4,4,7,5,7,7,7,7,5,5,7,1,4,1,5,5,7,1.813,32.659,37.775,11,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,Honduras,2,Honduras,2,1,NA,NA,4,1,1,7,4.6,5.2,5.4,1.2,7,Hispanic/Latin,-0.764715558,0.587451646,-0.100511978,1,0.182321557
108,108,223,108,223,19,10/29/21 14:16,10/29/21 14:36,0,128.252.3.164,100,1195,1,10/29/21 14:36,R_1Lw0NAkPHhsv0Bz,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.296,1.296,8.726,1,24.084,47.819,49.01,6,2,6,4,3,2,10.587,78.706,79.797,10,1,3,0,3,1,1,3,3,1,2,5.513,195.802,196.635,65,1,5,4,2,2,3,5,4,2,4,2,5,4,2,3,4,1,4,5,4,2,1,5,1,1,4,2,2,1,2,5,4,2,5,2,4,4,3,4,5,4,3,4,1,2,4,2,1,1,2,4,5,4,3,2,3,1,3,5,4,24.588,207.746,208.833,63,4,4,5,6,6,4,5,2,6,4,6,5,3,5,3,5,1,6,5,3,3,2,6,6,5,5,2,5,6,4,5,6,5,5,2,6,4,2,5,4,4,6,1,1,3,3,3,6,5,4,6,2,6,4,5,6,4,21.899,59.077,59.44,15,3,7,6,2,4,1,3,1,3,5,4,5,16.628,64.845,65.57,18,5,2,4,1,1,1,6,6,6,5,5,5,6,6,7,7,6,6,18.492,82.225,83.615,20,6,5,4,3,5,5,2,6,3,5,1,2,2,2,1,1,1,1,1,1,5.35,10.621,11.399,3,5,5,5,15.231,40.418,41.089,7,7,2,1,6,6,6,24.911,122.859,123.861,24,5,6,5,3,2,5,1,1,5,2,2,5,6,3,2,1,4,1,1,3,8.647,115.494,116.06,34,2,1,4,6,2,5,5,6,2,6,5,3,3,6,1,5,5,2,3,1,3,3,7,3,3,6,7,7,1,6,6,3,4,3,2,7,7,6,6,7,7,3,6,2,1,2,1,2,7,7,6.456,24.088,26.357,9,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,1,NA,NA,3.4,2,0,16,4.6,4.2,1.6,1,6,White,-1.258801259,-1.148729704,-1.365115413,1,0
109,109,224,109,224,19,10/29/21 15:04,10/29/21 15:29,0,128.252.3.164,100,1523,1,10/29/21 15:29,R_ve4g8Ar33sPZWqR,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.359,1.359,7.49,1,12.424,25.159,25.96,7,3,6,4,5,1,8.316,45.886,69.358,16,0,1,1,0,0,0,2,2,2,0,8.078,212.222,212.818,78,2,5,3,4,1,1,5,3,3,4,2,2,5,2,3,4,1,3,4,4,1,3,2,2,1,3,3,1,4,2,5,4,3,4,4,4,4,2,3,3,2,4,5,2,2,3,3,1,2,1,4,4,5,4,1,2,2,4,2,2,16.936,286.39,286.96,96,5,1,4,4,5,3,5,5,3,3,6,4,2,4,1,3,1,5,4,4,4,3,6,4,4,5,2,3,6,1,4,6,4,5,1,4,3,1,5,1,5,6,2,2,6,3,2,5,5,3,4,5,6,5,5,6,4,7.401,45.414,50.531,16,7,5,3,5,5,3,2,2,6,5,6,6,17.486,103.172,104.116,22,5,4,3,3,4,2,6,5,5,6,5,4,6,5,5,5,4,5,25.933,180.727,182.106,30,5,5,5,4,5,3,3,4,5,4,2,4,5,5,2,1,1,1,1,1,8.62,10.968,19.288,3,4,4,3,20.033,67.116,68.068,9,5,5,1,6,5,6,10.478,138.584,142.269,23,5,4,5,2,4,5,3,3,5,3,2,2,2,2,3,4,4,4,3,5,6.532,158.809,160.2,43,6,7,3,5,5,7,6,6,5,5,5,2,4,6,4,4,7,3,6,2,6,4,3,3,4,3,3,5,4,6,6,4,5,3,4,7,7,7,6,7,4,4,6,5,1,3,4,5,6,7,1.801,39.048,41.026,14,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Taiwan,2,Taiwan,4,1,NA,NA,3.8,3,1,10,4.8,3.8,3.6,1,3,East Asian,-0.929410791,0.008724529,-0.522046456,0,0
110,110,225,110,225,19,10/29/21 15:48,10/29/21 16:12,0,128.252.3.164,100,1415,1,10/29/21 16:12,R_3O02ff3CjfVhyXT,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,250.131,250.131,263.294,1,10.089,29.908,30.768,6,6,6,6,6,3,8.593,31.261,32.965,11,0,1,0,1,0,1,1,2,0,0,3.571,162.001,169.616,67,4,5,4,2,2,1,5,4,4,4,2,1,4,2,2,5,1,4,4,4,1,1,1,4,2,1,4,4,4,4,5,5,4,5,5,2,1,4,2,4,4,2,4,5,1,4,2,1,2,4,4,5,4,1,2,4,4,4,2,4,8.116,256.758,257.818,74,4,4,6,6,5,5,5,4,5,4,6,5,2,5,5,5,4,6,5,4,6,4,6,5,5,5,3,5,5,4,6,6,3,4,2,5,6,5,6,5,6,6,1,4,4,5,4,5,5,5,4,4,6,5,5,6,5,4.638,42.919,43.909,12,7,6,2,1,7,2,1,6,7,6,1,5,20.226,55.61,56.488,18,5,2,2,1,1,1,1,7,7,6,6,5,5,5,6,6,6,6,31.758,105.029,106.357,20,5,5,5,4,5,4,4,6,4,6,5,2,2,2,2,1,1,1,1,1,3.678,14.193,15.519,3,4,1,1,12.551,33.192,33.704,7,2,2,1,7,6,5,11.613,93.729,94.728,23,5,5,5,1,5,1,5,1,5,4,2,2,2,3,5,3,3,3,2,5,8.596,124.446,125.364,35,5,5,6,6,5,6,4,3,3,5,6,5,3,6,3,4,5,3,6,2,6,6,5,4,5,5,5,6,3,6,3,3,4,1,6,6,6,5,3,7,7,1,1,1,1,1,1,2,5,5,5.183,33.47,35.015,11,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,3,3,19,NA,5.4,3,1,8,4.8,4.8,2.6,1,3,East Asian,0.388151078,0.394542607,0.443802065,1,0
111,111,226,111,226,19,10/29/21 16:34,10/29/21 16:49,0,128.252.3.164,100,866,1,10/29/21 16:49,R_1HioVsJ8TVmUJub,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2.941,2.941,8.878,1,7.768,16.901,17.933,6,5,6,6,6,5,6.726,28.247,29.127,15,1,2,1,2,2,0,0,3,2,0,7.787,118.523,119.357,78,2,5,4,4,1,1,5,4,3,4,1,2,3,4,2,5,1,4,4,5,2,1,4,4,4,4,3,5,4,4,4,2,4,5,5,3,1,4,2,2,3,2,3,4,5,2,1,2,1,2,4,5,2,2,4,2,4,3,4,2,6.438,145.151,145.939,86,6,5,5,6,5,4,3,5,2,4,6,5,5,5,2,6,2,5,5,5,5,4,6,5,5,5,2,3,5,5,5,6,2,5,1,5,5,2,6,1,5,5,2,2,6,4,4,6,5,2,5,6,5,5,5,4,5,10.022,44.537,44.891,23,5,5,3,5,3,2,6,1,6,5,3,7,9.934,43.61,44.218,27,6,6,6,1,1,2,6,6,6,7,6,7,5,6,7,5,6,6,49.674,104.024,105.401,23,5,5,5,3,3,6,2,5,2,2,4,6,5,5,6,1,1,1,1,1,12.761,14.222,15.157,4,4,4,5,17.625,25.76,26.188,7,2,2,1,6,3,1,3.569,72.315,72.656,34,7,5,5,2,6,2,3,2,5,5,4,2,4,3,5,6,5,4,2,5,9.394,97.072,97.915,40,5,7,6,5,3,6,6,6,6,6,6,6,2,7,5,4,6,3,7,2,7,6,6,2,7,6,6,6,4,6,3,3,2,5,5,5,5,6,5,7,4,3,6,6,1,1,2,2,2,7,1.388,26.043,27.26,15,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,4,3,3,NA,5.6,1,0,9,4.2,3.4,5.2,1,3,East Asian,0.552846312,0.201633568,0.427804306,1,0
112,112,227,112,227,19,10/29/21 17:02,10/29/21 17:49,0,128.252.3.164,100,2782,1,10/29/21 17:49,R_bOvKzTLPMel09pL,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,953.723,953.723,960.332,1,19.095,37.695,38.426,5,5,5,5,5,6,6.728,60.84,63.283,19,0,1,1,3,2,0,1,3,0,0,13.19,212.586,213.1,77,4,5,3,2,3,4,5,1,5,4,1,1,3,2,4,2,4,4,4,5,3,2,1,5,2,2,4,2,5,4,3,5,4,2,5,1,1,4,1,5,4,2,5,5,1,4,2,1,4,3,3,5,5,2,2,5,4,1,2,4,22.275,311.98,312.696,73,5,4,6,6,5,4,3,5,5,3,6,4,3,5,4,5,5,6,4,4,5,4,6,5,5,5,5,6,6,6,6,6,5,6,3,5,6,6,6,6,6,6,4,5,6,6,6,6,5,5,5,4,6,6,6,4,5,55.456,145.349,146.083,18,7,4,3,2,4,1,4,6,7,1,2,1,34.712,90.645,91.686,27,4,3,5,4,3,4,3,5,5,2,2,3,3,2,2,2,2,1,50.565,174.701,175.3,33,5,5,4,3,5,3,4,2,3,4,6,6,5,5,6,2,2,2,4,1,14.075,17.955,19.252,4,5,5,5,115.284,149.992,151.18,34,3,4,1,7,2,3,18.442,149.068,149.726,41,5,5,3,4,4,3,3,3,4,4,5,4,4,6,4,5,5,4,3,5,100.62,264.925,265.358,62,6,5,3,5,6,7,6,6,2,5,4,4,5,6,5,2,4,5,5,6,5,7,4,5,6,6,6,5,6,4,4,3,3,5,5,5,4,4,3,6,7,4,4,4,1,1,4,2,6,7,4.45,41.442,42.7,16,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,Korea,2,Korea,2,Korea,4,1,NA,NA,5.2,1,0,7,4.4,3.2,5.6,2.2,3,East Asian,0.223455845,0.587451646,0.459799824,0,0.78845736
113,113,228,113,228,18,11/1/21 10:08,11/1/21 10:42,0,128.252.3.164,100,2074,1,11/1/21 10:42,R_1r8pMMOYMp9OasW,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,340.038,340.038,352.777,1,14.502,47.051,48.164,6,5,6,5,6,5,14.701,51.699,70.117,10,0,1,1,0,2,0,0,3,1,1,9.827,246.734,248.764,62,4,5,5,3,4,2,5,4,4,5,1,4,4,2,3,3,5,2,2,4,2,1,4,3,2,4,5,4,4,4,4,4,2,4,4,3,2,2,1,4,3,2,4,4,2,4,2,3,2,3,4,4,4,2,3,4,4,4,2,3,10.77,273.275,274.063,61,3,2,6,6,6,4,5,6,3,4,6,4,1,6,4,6,1,6,3,6,4,2,6,5,3,6,1,5,6,4,6,6,1,1,1,6,3,3,5,3,6,6,1,5,6,5,5,5,5,5,5,6,6,5,2,6,6,19.222,67.801,69.055,12,6,5,2,2,5,2,2,3,6,5,2,4,44.137,112.939,115.329,18,5,4,5,1,3,1,6,6,6,6,6,6,6,6,6,5,6,6,26.21,179.858,182.223,20,5,4,4,4,4,6,6,6,6,2,2,3,3,3,2,1,1,1,1,1,19.002,33.751,34.984,3,4,3,2,36.191,68.412,69.291,7,5,6,2,6,6,5,34.646,150.742,151.277,22,5,6,5,2,5,3,5,5,3,5,6,5,6,6,5,2,4,4,4,5,18.238,183.096,185.016,32,3,3,6,7,3,6,6,7,5,6,6,5,3,7,2,2,5,3,6,2,6,5,6,2,5,7,6,7,6,7,5,3,2,2,3,5,6,6,5,7,3,2,2,3,1,1,1,5,6,5,4.189,58.277,65.937,11,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,South Africa,4,2,1,NA,5.4,1,0,5,4.2,5.2,2.6,1,6,White,0.388151078,0.973269724,0.771951244,1,0
114,114,229,114,229,19,11/1/21 10:08,11/1/21 11:20,0,128.252.3.167,100,4324,1,11/1/21 11:20,R_22limv5hykkZuFL,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,3282.914,3283.255,3298.786,2,6.825,18.09,19.004,5,6,5,6,6,5,4.78,26.166,27.192,10,0,1,1,1,2,0,0,2,0,0,3.21,137.027,138.168,66,2,5,2,5,2,1,5,2,4,4,2,2,4,2,3,5,3,4,4,4,3,1,2,4,1,1,4,3,4,3,5,4,4,4,4,3,2,4,4,4,3,2,4,4,3,1,4,1,2,2,2,5,5,4,2,3,4,4,2,4,9.303,224.462,224.775,63,3,2,5,5,4,1,6,5,2,3,5,2,2,4,1,5,4,6,4,3,4,5,6,5,5,5,1,1,2,1,5,6,4,5,1,6,5,4,6,1,5,5,1,5,4,4,3,5,6,4,4,5,4,4,2,3,6,9.096,57.207,57.982,13,6,2,2,4,5,3,3,6,5,4,3,5,19.132,64.731,65.855,18,6,6,6,4,2,3,4,6,6,5,5,5,5,5,3,5,3,5,2.174,122.53,123.334,25,5,5,4,4,5,4,5,3,5,5,5,5,4,4,5,2,2,2,3,2,7.569,13.206,14.056,3,3,3,2,14.778,25.988,26.291,7,5,5,3,5,5,5,15.314,95.28,95.991,23,6,5,6,5,6,5,6,5,6,6,6,6,3,3,2,5,3,3,3,5,3.076,102.26,102.917,33,6,3,6,5,6,6,6,5,4,5,6,4,3,5,4,5,5,6,6,1,2,5,2,7,6,1,7,5,4,4,5,5,3,4,1,1,7,6,7,7,1,1,1,1,3,2,1,6,6,5,1.129,26.57,28.61,14,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,5,1,NA,NA,5.6,1,1,5,4.6,4.4,4.6,2.2,3,East Asian,0.552846312,0.973269724,0.865336544,0,0.78845736
115,115,230,115,230,18,11/1/21 11:02,11/1/21 12:10,0,128.252.3.164,100,4075,1,11/1/21 12:10,R_268SpZQurNnGR4q,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2526.984,2526.984,2541.978,1,14.036,33.184,35.488,5,6,7,7,6,5,5.469,44.303,45.633,12,1,0,1,1,3,0,1,2,1,0,9.244,220.238,221.573,63,2,4,3,3,3,3,5,2,3,5,1,2,4,3,4,4,1,4,4,4,2,1,2,3,2,2,4,4,3,2,4,4,3,5,5,4,1,5,4,4,4,1,4,3,1,3,2,1,1,1,4,5,5,4,1,4,4,2,3,4,12.312,356.654,357.484,65,5,3,6,5,5,5,5,6,4,6,6,3,2,5,1,5,2,6,3,6,5,3,6,6,6,6,1,4,3,3,6,6,4,4,1,5,5,3,6,4,6,5,2,4,6,5,5,6,6,2,4,5,6,5,5,5,6,10.235,76.83,77.538,12,6,2,2,4,6,3,3,3,6,6,5,5,15.227,88.811,89.608,22,6,6,6,2,1,2,5,6,6,2,3,3,3,3,4,4,2,4,13.29,143.041,143.988,21,5,6,6,6,5,5,6,6,6,1,5,6,5,5,5,1,1,3,1,1,12.038,16.844,17.786,4,3,3,2,16.895,33.115,34.067,7,5,7,1,6,6,6,7.861,129.012,130.293,21,5,6,5,1,7,1,6,6,4,6,6,7,5,6,5,5,7,6,5,6,12.717,178.298,179.281,31,5,3,4,5,5,5,7,4,5,6,5,4,5,5,5,5,4,3,4,1,5,6,3,3,5,5,7,5,3,3,6,3,5,2,3,6,6,6,4,7,2,1,1,1,1,1,4,6,7,7,10.373,48.341,50.389,13,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,China,2,China,2,China,3,1,NA,NA,6.2,0,1,6,5.6,4.8,5.2,1.4,3,East Asian,1.046932013,0.780360685,1.036109386,1,0.336472237
